Date,Ticker,Strategy_Equity,Close,BuyHold_Equity
2026-05-01,GRASIM.NS,96331.72,2794.5,102513.46
2026-05-04,GRASIM.NS,98451.74,2856.0,104769.53
2026-05-05,GRASIM.NS,98986.06,2871.5,105338.13
2026-05-06,GRASIM.NS,100478.69,2914.800048828125,106926.55
2026-05-07,GRASIM.NS,102057.51,2960.60009765625,108606.68
2026-05-08,GRASIM.NS,102333.28,2968.60009765625,108900.15
2026-05-11,GRASIM.NS,102871.04,2984.199951171875,109472.42
2026-05-12,GRASIM.NS,100071.92,2903.0,106493.68
2026-05-13,GRASIM.NS,101540.43,2945.60009765625,108056.42
2026-05-14,GRASIM.NS,101302.57,2938.699951171875,107803.3
2026-05-15,GRASIM.NS,101133.66,2933.800048828125,107623.55
2026-05-18,GRASIM.NS,101478.38,2943.800048828125,107990.39
2026-05-19,GRASIM.NS,101181.92,2935.199951171875,107674.9
2026-05-20,GRASIM.NS,102419.46,2971.10009765625,108991.86
2026-05-21,GRASIM.NS,108741.61,3154.5,115719.71
2026-05-22,GRASIM.NS,108769.19,3155.300048828125,115749.06
2026-05-25,GRASIM.NS,109331.08,3171.60009765625,116347.01
2026-05-26,GRASIM.NS,109103.56,3165.0,116104.89
2026-05-27,GRASIM.NS,109275.92,3170.0,116288.31
2026-05-28,GRASIM.NS,109275.92,3170.0,116288.31
2026-05-29,GRASIM.NS,107635.06,3122.39990234375,114542.15
2026-06-01,GRASIM.NS,106952.52,3102.60009765625,113815.81
2026-06-02,GRASIM.NS,106780.16,3097.60009765625,113632.39
2026-06-03,GRASIM.NS,106918.05,3101.60009765625,113779.13
2026-06-04,GRASIM.NS,106983.54,3103.5,113848.82
2026-06-05,GRASIM.NS,106438.88,3087.699951171875,113269.21
2026-06-08,GRASIM.NS,105142.74,3050.10009765625,111889.9
2026-06-09,GRASIM.NS,106707.76,3095.5,113555.35
2026-06-10,GRASIM.NS,105870.1,3071.199951171875,112663.93
2026-06-11,GRASIM.NS,106500.93,3089.5,113335.25
2026-06-12,GRASIM.NS,107052.48,3105.5,113922.19
2026-06-15,GRASIM.NS,109086.33,3164.5,116086.55
2026-06-16,GRASIM.NS,108252.11,3140.300048828125,115198.8
2026-06-17,GRASIM.NS,108600.27,3150.39990234375,115569.3
2026-06-18,GRASIM.NS,108417.57,3145.10009765625,115374.88
2026-06-19,GRASIM.NS,108569.25,3149.5,115536.29
2026-06-22,GRASIM.NS,109455.17,3175.199951171875,116479.06
2026-06-23,GRASIM.NS,108389.99,3144.300048828125,115345.53
2026-06-24,GRASIM.NS,107824.65,3127.89990234375,114743.91
2026-06-25,GRASIM.NS,107779.84,3126.60009765625,114696.23
2026-06-26,GRASIM.NS,107779.84,3126.60009765625,114696.23
2026-06-29,GRASIM.NS,106180.34,3080.199951171875,112994.08
2026-06-30,GRASIM.NS,106862.89,3100.0,113720.43
2026-07-01,GRASIM.NS,108255.55,3140.39990234375,115202.46
2026-07-02,GRASIM.NS,109248.34,3169.199951171875,116258.96
2026-07-03,GRASIM.NS,109651.66,3180.89990234375,116688.16
2026-07-06,GRASIM.NS,110758.21,3213.0,117865.72
2026-07-07,GRASIM.NS,109996.38,3190.89990234375,117055.0
2026-07-08,GRASIM.NS,108062.51,3134.800048828125,114997.03
2026-07-09,GRASIM.NS,110030.85,3191.89990234375,117091.69
2026-07-10,GRASIM.NS,110778.9,3213.60009765625,117887.74
2026-07-13,GRASIM.NS,108389.99,3144.300048828125,115345.53
2026-07-14,GRASIM.NS,107321.37,3113.300048828125,114208.33
2026-07-15,GRASIM.NS,106383.73,3086.10009765625,113210.52
2026-07-16,GRASIM.NS,105928.7,3072.89990234375,112726.29
2026-07-17,GRASIM.NS,107197.26,3109.699951171875,114076.26
2026-07-20,GRASIM.NS,108372.76,3143.800048828125,115327.19
2026-07-21,GRASIM.NS,109613.75,3179.800048828125,116647.81
2026-07-22,GRASIM.NS,109148.38,3166.300048828125,116152.58
2026-07-23,GRASIM.NS,107311.02,3113.0,114197.32
2026-07-24,GRASIM.NS,106497.48,3089.39990234375,113331.57
2025-07-24,HCLTECH.NS,100000.0,1441.9002685546875,100000.0
2025-07-25,HCLTECH.NS,100000.0,1425.5408935546875,98865.43
2025-07-28,HCLTECH.NS,100000.0,1402.580810546875,97273.08
2025-07-29,HCLTECH.NS,100000.0,1408.60791015625,97691.08
2025-07-30,HCLTECH.NS,100000.0,1412.5301513671875,97963.1
2025-07-31,HCLTECH.NS,100000.0,1404.3028564453125,97392.51
2025-08-01,HCLTECH.NS,100000.0,1389.1873779296875,96344.21
2025-08-04,HCLTECH.NS,100000.0,1410.521240234375,97823.77
2025-08-05,HCLTECH.NS,100000.0,1418.4615478515625,98374.46
2025-08-06,HCLTECH.NS,100000.0,1399.806396484375,97080.67
2025-08-07,HCLTECH.NS,100000.0,1411.573486328125,97896.75
2025-08-08,HCLTECH.NS,100000.0,1411.7647705078125,97910.02
2025-08-11,HCLTECH.NS,100000.0,1423.5321044921875,98726.11
2025-08-12,HCLTECH.NS,100000.0,1434.151123046875,99462.57
2025-08-13,HCLTECH.NS,100000.0,1436.064453125,99595.27
2025-08-14,HCLTECH.NS,100000.0,1425.2540283203125,98845.53
2025-08-18,HCLTECH.NS,100000.0,1420.6619873046875,98527.06
2025-08-19,HCLTECH.NS,100000.0,1412.1475830078125,97936.56
2025-08-20,HCLTECH.NS,100000.0,1431.185302734375,99256.89
2025-08-21,HCLTECH.NS,100000.0,1428.793701171875,99091.02
2025-08-22,HCLTECH.NS,100000.0,1402.7720947265625,97286.35
2025-08-25,HCLTECH.NS,100000.0,1439.030029296875,99800.94
2025-08-26,HCLTECH.NS,100000.0,1428.1240234375,99044.58
2025-08-28,HCLTECH.NS,100000.0,1386.987060546875,96191.61
2025-08-29,HCLTECH.NS,100000.0,1391.7705078125,96523.35
2025-09-01,HCLTECH.NS,100000.0,1404.78125,97425.69
2025-09-02,HCLTECH.NS,100000.0,1402.1981201171875,97246.54
2025-09-03,HCLTECH.NS,100000.0,1402.580810546875,97273.08
2025-09-04,HCLTECH.NS,100000.0,1380.7685546875,95760.34
2025-09-05,HCLTECH.NS,100000.0,1357.5213623046875,94148.08
2025-09-08,HCLTECH.NS,100000.0,1342.214599609375,93086.51
2025-09-09,HCLTECH.NS,100000.0,1365.2705078125,94685.5
2025-09-10,HCLTECH.NS,100000.0,1400.476318359375,97127.13
2025-09-11,HCLTECH.NS,100000.0,1404.1114501953125,97379.23
2025-09-12,HCLTECH.NS,100000.0,1403.633056640625,97346.06
2025-09-15,HCLTECH.NS,100000.0,1402.9635009765625,97299.62
2025-09-16,HCLTECH.NS,100000.0,1418.84423828125,98401.0
2025-09-17,HCLTECH.NS,100000.0,1417.3135986328125,98294.84
2025-09-18,HCLTECH.NS,100000.0,1429.0806884765625,99110.92
2025-09-19,HCLTECH.NS,100000.0,1403.824462890625,97359.33
2025-09-22,HCLTECH.NS,100000.0,1377.515869140625,95534.75
2025-09-23,HCLTECH.NS,100000.0,1367.8536376953125,94864.65
2025-09-24,HCLTECH.NS,100000.0,1379.8118896484375,95693.99
2025-09-25,HCLTECH.NS,100000.0,1362.113525390625,94466.56
2025-09-26,HCLTECH.NS,100000.0,1334.84814453125,92575.62
2025-09-29,HCLTECH.NS,100000.0,1327.2906494140625,92051.49
2025-09-30,HCLTECH.NS,100000.0,1325.0902099609375,91898.88
2025-10-01,HCLTECH.NS,100000.0,1329.299560546875,92190.81
2025-10-03,HCLTECH.NS,100000.0,1333.1260986328125,92456.19
2025-10-06,HCLTECH.NS,100000.0,1356.2777099609375,94061.83
2025-10-07,HCLTECH.NS,100000.0,1371.2977294921875,95103.51
2025-10-08,HCLTECH.NS,100000.0,1390.2396240234375,96417.18
2025-10-09,HCLTECH.NS,100000.0,1422.0970458984375,98626.59
2025-10-10,HCLTECH.NS,100605.44,1430.70703125,99223.72
2025-10-13,HCLTECH.NS,100551.62,1429.941650390625,99170.63
2025-10-14,HCLTECH.NS,100598.72,1430.6114501953125,99217.09
2025-10-15,HCLTECH.NS,100618.89,1430.8983154296875,99236.98
2025-10-16,HCLTECH.NS,101917.25,1449.3621826171875,100517.51
2025-10-17,HCLTECH.NS,100778.06,1433.1617431640625,99393.96
2025-10-20,HCLTECH.NS,101401.91,1442.0335693359375,100009.24
2025-10-21,HCLTECH.NS,100764.5,1432.968994140625,99380.59
2025-10-23,HCLTECH.NS,103334.47,1469.5164794921875,101915.26
2025-10-24,HCLTECH.NS,103327.69,1469.4200439453125,101908.58
2025-10-27,HCLTECH.NS,103985.44,1478.7738037109375,102557.29
2025-10-28,HCLTECH.NS,103212.41,1467.7806396484375,101794.88
2025-10-29,HCLTECH.NS,105599.3,1501.7244873046875,104148.98
2025-10-30,HCLTECH.NS,105090.73,1494.4921875,103647.4
2025-10-31,HCLTECH.NS,104527.92,1486.4884033203125,103092.32
2025-11-03,HCLTECH.NS,104663.52,1488.4168701171875,103226.06
2025-11-04,HCLTECH.NS,103687.07,1474.53076171875,102263.02
2025-11-06,HCLTECH.NS,103503.99,1471.92724609375,102082.46
2025-11-07,HCLTECH.NS,102554.66,1458.4267578125,101146.16
2025-11-10,HCLTECH.NS,104460.1,1485.5240478515625,103025.44
2025-11-11,HCLTECH.NS,106460.48,1513.9713134765625,104998.34
2025-11-12,HCLTECH.NS,108087.89,1537.11474609375,106603.4
2025-11-13,HCLTECH.NS,108393.02,1541.4539794921875,106904.34
2025-11-14,HCLTECH.NS,108128.57,1537.6932373046875,106643.52
2025-11-17,HCLTECH.NS,108928.72,1549.0721435546875,107432.68
2025-11-18,HCLTECH.NS,108169.26,1538.2718505859375,106683.65
2025-11-19,HCLTECH.NS,112739.61,1603.2666015625,111191.23
2025-11-20,HCLTECH.NS,111573.29,1586.680419921875,110040.93
2025-11-21,HCLTECH.NS,109037.22,1550.6151123046875,107539.69
2025-11-24,HCLTECH.NS,109199.96,1552.929443359375,107700.2
2025-11-25,HCLTECH.NS,108569.33,1543.9613037109375,107078.23
2025-11-26,HCLTECH.NS,109708.53,1560.1617431640625,108201.78
2025-11-27,HCLTECH.NS,110461.22,1570.86572265625,108944.13
2025-11-28,HCLTECH.NS,110135.72,1566.23681640625,108623.1
2025-12-01,HCLTECH.NS,111403.76,1584.26953125,109873.72
2025-12-02,HCLTECH.NS,110901.96,1577.133544921875,109378.82
2025-12-03,HCLTECH.NS,111241.02,1581.9552001953125,109713.22
2025-12-04,HCLTECH.NS,112197.13,1595.552001953125,110656.2
2025-12-05,HCLTECH.NS,114122.91,1622.9385986328125,112555.54
2025-12-08,HCLTECH.NS,114502.65,1628.3387451171875,112930.05
2025-12-09,HCLTECH.NS,112400.55,1598.4449462890625,110856.83
2025-12-10,HCLTECH.NS,112970.15,1606.545166015625,111418.61
2025-12-11,HCLTECH.NS,113404.13,1612.716796875,111846.63
2025-12-12,HCLTECH.NS,113458.38,1613.48828125,111900.13
2025-12-15,HCLTECH.NS,114190.72,1623.90283203125,112622.41
2025-12-16,HCLTECH.NS,112000.48,1592.7554931640625,110462.25
2025-12-17,HCLTECH.NS,112224.26,1595.9378662109375,110682.96
2025-12-18,HCLTECH.NS,112658.22,1602.1092529296875,111110.96
2025-12-19,HCLTECH.NS,111369.86,1583.7874755859375,109840.29
2025-12-22,HCLTECH.NS,113261.73,1610.6917724609375,111706.18
2025-12-23,HCLTECH.NS,113912.71,1619.94921875,112348.22
2025-12-24,HCLTECH.NS,113560.09,1614.9346923828125,112000.44
2025-12-26,HCLTECH.NS,112624.33,1601.6273193359375,111077.54
2025-12-29,HCLTECH.NS,110583.27,1572.6014404296875,109064.51
2025-12-30,HCLTECH.NS,109525.44,1557.55810546875,108021.21
2025-12-31,HCLTECH.NS,110074.71,1565.369140625,108562.93
2026-01-01,HCLTECH.NS,110834.17,1576.16943359375,109311.96
2026-01-02,HCLTECH.NS,111220.68,1581.666015625,109693.16
2026-01-05,HCLTECH.NS,109010.1,1550.2293701171875,107512.94
2026-01-06,HCLTECH.NS,109600.04,1558.618896484375,108094.78
2026-01-07,HCLTECH.NS,109600.04,1588.8983154296875,110194.74
2026-01-08,HCLTECH.NS,109600.04,1587.93408203125,110127.87
2026-01-09,HCLTECH.NS,109600.04,1602.1092529296875,111110.96
2026-01-12,HCLTECH.NS,109600.04,1608.088134765625,111525.61
2026-01-13,HCLTECH.NS,109600.04,1605.5809326171875,111351.73
2026-01-14,HCLTECH.NS,109830.43,1608.9560546875,111585.81
2026-01-15,HCLTECH.NS,109830.43,1608.9560546875,111585.81
2026-01-16,HCLTECH.NS,112581.99,1649.264892578125,114381.34
2026-01-19,HCLTECH.NS,113828.49,1667.525390625,115647.76
2026-01-20,HCLTECH.NS,111872.55,1638.8720703125,113660.57
2026-01-21,HCLTECH.NS,111554.29,1634.209716796875,113337.22
2026-01-22,HCLTECH.NS,112920.13,1654.218505859375,114724.89
2026-01-23,HCLTECH.NS,113178.71,1658.006591796875,114987.61
2026-01-27,HCLTECH.NS,114053.9,1670.82763671875,115876.78
2026-01-28,HCLTECH.NS,114677.15,1679.9578857421875,116509.99
2026-01-29,HCLTECH.NS,114146.73,1672.1875,115971.09
2026-01-30,HCLTECH.NS,112422.86,1646.9337158203125,114219.67
2026-02-02,HCLTECH.NS,111176.37,1628.67333984375,112953.26
2026-02-03,HCLTECH.NS,112402.98,1646.6424560546875,114199.47
2026-02-04,HCLTECH.NS,107529.73,1575.2520751953125,109248.34
2026-02-05,HCLTECH.NS,107529.73,1563.7906494140625,108453.45
2026-02-06,HCLTECH.NS,107529.73,1547.9583740234375,107355.44
2026-02-09,HCLTECH.NS,107529.73,1556.020263671875,107914.56
2026-02-10,HCLTECH.NS,107529.73,1527.94970703125,105967.78
2026-02-11,HCLTECH.NS,107529.73,1507.066650390625,104519.48
2026-02-12,HCLTECH.NS,107529.73,1433.7337646484375,99433.63
2026-02-13,HCLTECH.NS,107529.73,1413.4334716796875,98025.74
2026-02-16,HCLTECH.NS,107529.73,1419.84423828125,98470.35
2026-02-17,HCLTECH.NS,107529.73,1440.047119140625,99871.48
2026-02-18,HCLTECH.NS,107529.73,1425.089111328125,98834.1
2026-02-19,HCLTECH.NS,107529.73,1408.771484375,97702.42
2026-02-20,HCLTECH.NS,107529.73,1395.2703857421875,96766.08
2026-02-23,HCLTECH.NS,107529.73,1385.265869140625,96072.24
2026-02-24,HCLTECH.NS,107529.73,1300.762939453125,90211.71
2026-02-25,HCLTECH.NS,107529.73,1338.6435546875,92838.84
2026-02-26,HCLTECH.NS,107529.73,1334.0784912109375,92522.24
2026-02-27,HCLTECH.NS,107529.73,1349.2308349609375,93573.1
2026-03-02,HCLTECH.NS,107529.73,1331.6502685546875,92353.84
2026-03-04,HCLTECH.NS,107529.73,1324.8511962890625,91882.3
2026-03-05,HCLTECH.NS,107529.73,1315.2352294921875,91215.41
2026-03-06,HCLTECH.NS,107529.73,1317.7606201171875,91390.55
