Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,Price_Change,Price_Change_Pct,SMA_20,SMA_50,SMA_200,EMA_20,EMA_26,MACD,MACD_Signal,MACD_Hist,ADX,RSI,Stoch_K,Stoch_D,Williams_R,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR,OBV,Volume_SMA_20,Signal_Score,Signal,RSI_Signal
2025-08-12,ADANIENT.NS,Conglomerate,2279.081012786804,2313.6654019869634,2265.9867701854805,2287.17724609375,1075526,0.0021,8.1,0.36,,,,,,,,,0.0,29.38503248034783,26.86108791437698,,-73.13891208562302,,,,,70.09715165773949,-4132710,,2,Buy,Oversold
2025-08-13,ADANIENT.NS,Conglomerate,2297.972510115865,2313.865306331378,2244.396367900298,2279.0810546875,833679,-0.0035,-18.89,-0.82,,,,,,,,,0.0,28.78479311957163,25.49756615098516,,-74.50243384901484,,,,,70.05227928440667,-4966389,,2,Buy,Oversold
2025-08-14,ADANIENT.NS,Conglomerate,2286.9773641331158,2302.9702128333474,2266.686388538396,2280.580322265625,998109,0.0007,-6.4,-0.28,,,,,,,,,0.0,29.07372039447543,27.796269792475098,26.718307952612417,-72.2037302075249,,,,,67.64024678515987,-3968280,,2,Buy,Oversold
2025-08-18,ADANIENT.NS,Conglomerate,2308.567855358492,2358.9452321961794,2298.972048326785,2332.55712890625,988629,0.0228,23.99,1.04,,,,,,,,,0.0,38.40379067303682,42.99542362285635,32.096419855438874,-57.00457637714365,,,,,68.40629415268805,-2979651,,0,Neutral,Neutral
2025-08-19,ADANIENT.NS,Conglomerate,2338.8541943212863,2394.529497055675,2313.0659196409943,2387.33251953125,1069432,0.0235,48.48,2.07,,,,,,,,,0.0,46.405111427464405,57.65855868035095,42.8167506985608,-42.34144131964904,,,,,69.33895724283039,-1910219,,0,Neutral,Neutral
2025-08-20,ADANIENT.NS,Conglomerate,2378.936278798334,2404.9246583146187,2371.0399072502205,2386.033203125,780025,-0.0005,7.1,0.3,,,,,,,,,0.0,46.25163245517122,62.58448001532994,54.41282077284575,-37.415519984670055,,,,,66.80651394437095,-2690244,,0,Neutral,Neutral
2025-08-21,ADANIENT.NS,Conglomerate,2386.0331727421258,2395.9286502808714,2370.339994701148,2376.137451171875,441867,-0.0041,-9.9,-0.41,2378.076708984375,,,2382.836917692127,,,,,0.0,45.030101299151426,75.8299963713552,65.35767835567869,-24.170003628644803,2607.3403363040443,2378.076708984375,2148.8130816647054,19.281432466287683,63.862381204038975,-3132111,932902.65,0,Neutral,Neutral
2025-08-22,ADANIENT.NS,Conglomerate,2368.840728090787,2375.238014171495,2319.962680474945,2323.86083984375,584211,-0.022,-44.98,-1.9,2363.9080444335937,,,2377.220148373234,,,,,0.0,39.14802503976619,66.3764039527938,68.26362677982631,-33.623596047206206,2568.46623636053,2363.9080444335937,2159.3498525066575,17.30678081227559,63.3132661678169,-3716322,949424.1,0,Neutral,Neutral
2025-08-25,ADANIENT.NS,Conglomerate,2334.655994090531,2347.350268932297,2298.9719992562027,2301.87060546875,542455,-0.0095,-32.79,-1.4,2351.5535522460937,,,2370.0440014299497,,,,,0.0,36.96088209696968,57.25530934417876,66.48723655610925,-42.74469065582124,2539.0485394827733,2351.5535522460937,2164.058565009414,15.946478195879763,62.24648070412241,-4258777,955316.25,0,Neutral,Neutral
2025-08-26,ADANIENT.NS,Conglomerate,2302.9703180017605,2308.267998181939,2248.3946217073417,2270.984619140625,1071550,-0.0134,-31.99,-1.39,2339.044140625,,,2360.609774545252,,,,,0.0,34.08087017670745,44.444440729722785,56.025384675565114,-55.555559270277215,2512.4585517294176,2339.044140625,2165.6297295205827,14.827801501692104,62.076973259156354,-5330327,987473.3,0,Neutral,Neutral
2025-08-28,ADANIENT.NS,Conglomerate,2270.8845315177978,2326.8595036694337,2253.992182177498,2274.18310546875,907868,0.0014,3.3,0.15,2325.415234375,,,2352.378663204633,,,,,0.0,34.648772200627775,45.7711067354456,49.15695226978238,-54.2288932645544,2472.1860847850307,2325.415234375,2178.6443839649696,12.623195052687269,62.847712418640604,-4422459,1011627.65,0,Neutral,Neutral
2025-08-29,ADANIENT.NS,Conglomerate,2281.979709582827,2288.6766664945285,2238.9989266165276,2243.69677734375,795699,-0.0134,-38.28,-1.68,2311.011682128906,,,2342.0280074083585,,,,,0.0,31.833671199048098,33.12600808140243,41.11385184885694,-66.87399191859757,2427.3350950729123,2311.011682128906,2194.6882691849,10.06688229605563,61.9070000943092,-5218158,1038309.45,0,Neutral,Neutral
2025-09-01,ADANIENT.NS,Conglomerate,2257.9905092761574,2286.977549899889,2251.0936903265692,2283.17919921875,425639,0.0176,25.19,1.12,2303.6899658203124,,,2336.423359009348,2360.278618042159,-55.154210758158115,,,0.0,38.771780114361526,45.381203226524676,41.42610601445757,-54.618796773475324,2406.9292812776566,2303.6899658203124,2200.450650362968,8.962952219187368,60.576555270154174,-4792519,986710.6,0,Neutral,Neutral
2025-09-02,ADANIENT.NS,Conglomerate,2289.9761345072952,2300.971218522826,2262.98820101463,2273.18359375,481894,-0.0044,-16.79,-0.73,2299.8566772460936,,,2330.4005242227436,2353.8271347612585,-53.61669879018109,,,0.0,37.72491791993772,20.60239046929314,33.03653392574009,-79.39760953070686,2401.6386479847915,2299.8566772460936,2198.0747065073956,8.851157704363931,58.96273114430003,-5274413,961988.25,0,Neutral,Neutral
2025-09-03,ADANIENT.NS,Conglomerate,2283.9787044983127,2291.9751288466655,2262.0885904572983,2287.677001953125,443629,0.0064,3.7,0.16,2296.1133422851562,,,2326.331617339923,2348.927124923619,-50.644909570688014,,,55.745545273644154,40.244328829009746,29.337267245064346,31.77362031362739,-70.66273275493566,2393.823401364292,2296.1133422851562,2198.4032832060207,8.510909046144196,56.8858602332334,-4830784,955348.4,0,Neutral,Neutral
2025-09-04,ADANIENT.NS,Conglomerate,2308.867694435034,2316.2645340706063,2273.983387552878,2277.78173828125,392697,-0.0043,-31.09,-1.35,2293.6444580078123,,,2321.707819334335,2343.6570962834435,-48.52880048000179,,,54.5263136416203,39.081807659437,23.373596890498813,24.4377515349521,-76.62640310950118,2390.5841907915637,2293.6444580078123,2196.704725224061,8.45289970250666,55.84266639641161,-5223481,946146.15,0,Neutral,Neutral
2025-09-05,ADANIENT.NS,Conglomerate,2273.9833287923934,2292.4750613561996,2246.9953947803515,2280.38037109375,443010,0.0011,6.4,0.28,2292.6998779296873,,,2317.771871882851,2338.9699314545774,-46.11054714493457,,,53.7171427333732,39.5754493612894,24.939739034882017,25.883534390148395,-75.06026096511799,2389.7699365584854,2292.6998779296873,2195.6298193008893,8.46775101819716,55.10245212351422,-4780471,936717.55,0,Neutral,Neutral
2025-09-08,ADANIENT.NS,Conglomerate,2288.9766250845446,2332.8569090619844,2284.978412638982,2309.8671875,542811,0.0129,20.89,0.91,2295.7535034179687,,,2317.0190447987698,2336.814172643127,-41.3382032272757,,,51.879552137892084,45.019716867823085,42.71083222487771,30.34138938341951,-57.28916777512229,2390.93074728669,2295.7535034179687,2200.5762595492474,8.291590863480703,54.914886826708525,-4237660,887387.6,0,Neutral,Neutral
